Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,PromotionStagnation,RoleStagnation,IncomePerLevel,SatisfactionIndex,JobHopRate,Attrition
1.0901940236181409,1.0494548838312445,-0.8999145224423435,4,2,0,-0.9084364658301766,4,2,2.026752327274747,0.9312891818499833,1.3307629261300484,0,-0.33712854383170676,3,3,3,2.2614821417371727,-0.6053893510945483,3,-0.6657058719069946,-0.6253648713435828,-0.36802435883251516,-0.6164064977950603,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05348211443681472,-1.164390145076056,1.797246175553097,-0.4571891102380914,-0.25968645876572516,0
-1.634827596376192,-0.5234492887626604,-0.8999145224423435,1,3,1,1.6941112470887076,3,4,-0.8644084008911711,0.6827417851030926,-1.0837043422612147,0,-0.33712854383170676,3,3,1,-1.0726746626292767,-0.6053893510945483,3,-0.8300707901019612,-0.9056351033176886,-0.05688370751185537,-0.8970468545147626,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.597700348151483,-0.4403136630892969,-0.9472632358336944,1.0131510729159539,-0.9399770865868645,0
0.9811931588183676,-0.9920800089649648,-0.7776101796257255,1,1,1,-0.6629130966868856,3,3,2.3477057786207,0.16770484601314473,0.12352929193441692,0,-0.8809737668030194,3,4,1,1.4920613407295304,0.1909617416204281,3,0.8135783918477043,1.3365267524751574,0.5653975951294642,1.3480759992428557,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26729694679730737,0.05337484735622065,2.221225952178942,0.03292428414659036,-0.5147954441986524,0
-1.307825001976872,-0.45365322405167885,0.44543324854045496,1,2,1,-1.252169182630784,3,3,-0.9562015179204555,1.667056237692766,-0.6812931308626707,0,-1.1528963782886759,3,3,0,-0.5597274619575152,-1.4017404438095247,3,-0.008246199127128446,-0.06482440739537135,-0.679165010153175,0.5061549290837488,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.8730488257919864,0.5470633578017382,-1.2504101960132588,0.03292428414659036,-0.5147954441986524,0
0.6541905644190477,0.4910863661433924,-0.04378412272601721,5,4,1,0.31918037988627823,3,3,-0.18595622912437518,0.7283621242933445,0.12352929193441692,1,-0.6090511553173631,3,2,1,-0.1750170614536942,0.1909617416204281,3,0.1561187190678381,0.7759862885269458,0.5653975951294642,0.7867952858034511,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7741172901703266,1.0856326419241211,-0.05060138406135298,0.5230376785312721,-0.012308048648947356,0
-0.9808224075775521,0.8799501552474323,-0.8999145224423435,4,1,1,0.9084364658301766,1,4,-0.6621195879530991,1.4390936281414766,0.9283517147315046,1,-0.6090511553173631,3,4,0,-0.816201062293396,0.9873128343354044,2,-0.6657058719069946,-0.6253648713435828,-0.05688370751185537,-0.6164064977950603,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.9800130546656158,-0.11118798945895195,-0.27920400977053267,0.03292428414659036,1.894567196001216,1
1.5261974828172342,0.07230997787750328,-1.0222188652589617,3,3,1,1.497692551774075,3,4,-0.8214139666854172,1.2296295097862346,-0.6812931308626707,0,-1.1528963782886759,3,2,0,-1.3291482629651574,-2.198091536524501,2,-0.9944357082969277,-1.1859053352917943,-0.679165010153175,-1.177687211234465,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.8730488257919864,-1.427690683980332,-0.8052740273186759,0.03292428414659036,0.7607494829659838,0
0.6541905644190477,0.6929964104858747,2.1576940479731075,3,3,0,0.8593317920015183,3,1,0.9192157021345277,-0.3971250242661634,2.135585348927136,0,-1.1528963782886759,3,3,1,0.8508773398898287,-1.4017404438095247,3,0.1561187190678381,0.7759862885269458,-0.679165010153175,-0.8970468545147626,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8730488257919864,0.027391241543298597,1.1023509890805967,-0.4571891102380914,0.49221370882606025,0
0.32718797001972766,-1.7099823888493462,0.567737591357073,2,4,0,0.9084364658301766,3,1,-0.40952728699429525,-0.4350956114580499,-0.6812931308626707,0,-0.06520593234605039,3,3,1,-0.816201062293396,-0.6053893510945483,3,-0.33697603551706157,-0.06482440739537135,-0.36802435883251516,-0.6164064977950603,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.255361532306119,1.2053147050624282,-0.5428306402467503,0.03292428414659036,-0.37306823006924844,0
-1.0898232723773253,-1.4931160449259393,0.07852022009060083,3,4,0,1.5959018994313912,2,4,-0.16660873373178595,-1.0139732081343564,-0.6812931308626707,1,-1.1528963782886759,3,4,0,-0.6879642621254556,0.1909617416204281,3,-0.172611117322095,-0.6253648713435828,0.5653975951294642,-0.05512578435565574,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.2447361804452732,-0.29925980296200627,-0.00800462150684745,1.9933778616853173,-0.45405520957176504,0
-0.10881548917936558,1.032005867653499,-0.04378412272601721,4,3,1,0.8102271181728602,2,1,-0.674373001701739,-1.0298290577309683,1.733174137528592,0,2.1101749595392003,4,2,0,-0.1750170614536942,0.9873128343354044,3,-0.33697603551706157,-0.3450946393694771,-0.679165010153175,-0.335766141075358,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.8730488257919864,-0.35055211573556655,-0.3196709341973129,-0.9473025046227731,1.2245840019349423,1
-0.8718215427777788,-0.2741776290805835,-1.0222188652589617,3,4,0,1.0557504873161512,2,4,2.05942809727112,-1.525393900825077,0.12352929193441692,0,-0.33712854383170676,3,2,2,-0.30325386162163454,-0.6053893510945483,2,-0.008246199127128446,0.7759862885269458,-0.36802435883251516,0.7867952858034511,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.40978335567758584,1.3369649745145662,1.8404108949416629,0.5230376785312721,0.0804588551448444,0
